order_item_id,order_id,line_number,sku,quantity,unit_price,discount_amount,tax_amount,extended_amount,item_status
ITEM0000123,ORD000082,3,SKU0163,1,1134.93,0.0,80.27,1215.2,fulfilled
ITEM0000124,ORD000082,4,SKU0202,1,1331.45,0.0,123.84,1455.29,fulfilled
ITEM0000125,ORD000083,1,SKU0019,1,310.64,0.0,23.51,334.15,fulfilled
ITEM0000126,ORD000083,2,SKU0132,1,1414.77,70.74,132.43,1476.46,fulfilled
ITEM0000127,ORD000084,1,SKU0087,1,150.33,0.0,14.96,165.29,fulfilled
ITEM0000128,ORD000084,2,SKU0025,3,149.3,22.4,31.81,457.31,fulfilled
ITEM0000129,ORD000084,3,SKU0044,1,531.21,26.56,48.15,552.8,fulfilled
ITEM0000130,ORD000084,4,SKU0006,3,37.5,11.25,10.05,111.3,fulfilled
ITEM0000131,ORD000085,1,SKU0119,1,161.0,16.1,12.89,157.79,fulfilled
ITEM0000132,ORD000086,1,SKU0090,1,1685.36,0.0,137.68,1823.04,fulfilled
ITEM0000133,ORD000086,2,SKU0202,1,1031.47,51.57,92.62,1072.52,fulfilled
ITEM0000134,ORD000086,3,SKU0070,1,74.98,6.0,6.54,75.52,fulfilled
ITEM0000135,ORD000087,1,SKU0119,1,126.65,0.0,11.41,138.06,fulfilled
ITEM0000136,ORD000087,2,SKU0002,1,120.15,12.02,10.2,118.33,fulfilled
ITEM0000137,ORD000087,3,SKU0049,1,252.4,0.0,19.49,271.89,fulfilled
ITEM0000138,ORD000087,4,SKU0208,1,108.98,8.72,9.29,109.55,fulfilled
ITEM0000139,ORD000088,1,SKU0097,2,130.98,0.0,20.36,282.32,fulfilled
ITEM0000140,ORD000089,1,SKU0178,1,1007.98,80.64,81.05,1008.39,fulfilled
ITEM0000141,ORD000090,1,SKU0126,1,31.6,1.58,3.15,33.17,fulfilled
ITEM0000142,ORD000091,1,SKU0108,1,1835.25,0.0,173.2,2008.45,fulfilled
ITEM0000143,ORD000092,1,SKU0018,1,58.54,0.0,4.25,62.79,fulfilled
ITEM0000144,ORD000092,2,SKU0039,1,1383.13,0.0,107.92,1491.05,fulfilled
ITEM0000145,ORD000092,3,SKU0058,3,193.66,29.05,52.42,604.35,fulfilled
ITEM0000146,ORD000093,1,SKU0131,1,50.85,2.54,3.69,52.0,fulfilled
ITEM0000147,ORD000093,2,SKU0048,1,90.12,4.51,8.56,94.17,fulfilled
ITEM0000148,ORD000094,1,SKU0094,2,17.23,2.76,2.39,34.09,fulfilled
ITEM0000149,ORD000094,2,SKU0153,1,1971.22,0.0,184.36,2155.58,fulfilled
ITEM0000150,ORD000094,3,SKU0064,1,161.04,0.0,15.51,176.55,fulfilled
ITEM0000151,ORD000095,1,SKU0108,1,1689.31,0.0,161.39,1850.7,fulfilled
ITEM0000152,ORD000096,1,SKU0079,1,2047.74,163.82,136.11,2020.03,fulfilled
ITEM0000153,ORD000096,2,SKU0203,1,39.73,3.18,2.64,39.19,fulfilled
ITEM0000154,ORD000097,1,SKU0102,1,515.43,51.54,47.27,511.16,fulfilled
ITEM0000155,ORD000098,1,SKU0177,3,86.92,20.86,18.66,258.56,fulfilled
ITEM0000156,ORD000099,1,SKU0092,1,59.29,2.96,4.15,60.48,fulfilled
ITEM0000157,ORD000100,1,SKU0113,1,740.39,0.0,54.22,794.61,fulfilled
ITEM0000158,ORD000101,1,SKU0061,1,429.14,0.0,42.32,471.46,fulfilled
ITEM0000159,ORD000101,2,SKU0145,1,552.9,0.0,47.14,600.04,fulfilled
ITEM0000160,ORD000101,3,SKU0064,1,161.17,12.89,14.78,163.06,fulfilled
ITEM0000161,ORD000102,1,SKU0120,1,1465.22,73.26,136.77,1528.73,fulfilled
ITEM0000162,ORD000102,2,SKU0175,1,1632.75,130.62,135.26,1637.39,fulfilled
ITEM0000163,ORD000102,3,SKU0219,3,18.06,0.0,5.44,59.62,fulfilled
ITEM0000164,ORD000102,4,SKU0149,3,83.48,12.52,22.98,260.9,fulfilled
ITEM0000165,ORD000103,1,SKU0051,1,896.63,0.0,77.11,973.74,fulfilled
ITEM0000166,ORD000104,1,SKU0076,3,38.89,0.0,10.46,127.13,fulfilled
ITEM0000167,ORD000105,1,SKU0114,2,164.88,32.98,30.85,327.63,fulfilled
ITEM0000168,ORD000106,1,SKU0030,1,1919.35,0.0,145.26,2064.61,fulfilled
ITEM0000169,ORD000107,1,SKU0055,1,170.25,13.62,11.52,168.15,fulfilled
ITEM0000170,ORD000108,1,SKU0123,1,158.41,12.67,12.82,158.56,fulfilled
ITEM0000171,ORD000108,2,SKU0219,1,16.84,1.35,1.13,16.62,fulfilled
ITEM0000172,ORD000108,3,SKU0111,1,1250.44,62.52,117.55,1305.47,fulfilled
ITEM0000173,ORD000109,1,SKU0047,1,1890.58,0.0,177.78,2068.36,fulfilled
ITEM0000174,ORD000110,1,SKU0152,2,119.96,19.19,19.67,240.4,fulfilled
ITEM0000175,ORD000111,1,SKU0069,2,220.63,0.0,41.63,482.89,fulfilled
ITEM0000176,ORD000111,2,SKU0215,2,51.68,10.34,9.75,102.77,fulfilled
ITEM0000177,ORD000112,1,SKU0022,3,32.47,0.0,8.64,106.05,fulfilled
ITEM0000178,ORD000113,1,SKU0066,2,173.47,0.0,24.86,371.8,fulfilled
ITEM0000179,ORD000113,2,SKU0210,3,135.03,40.51,26.0,390.58,fulfilled
ITEM0000180,ORD000113,3,SKU0126,2,26.82,0.0,4.31,57.95,fulfilled
ITEM0000181,ORD000114,1,SKU0155,3,133.06,0.0,38.53,437.71,fulfilled
ITEM0000182,ORD000115,1,SKU0199,1,81.33,0.0,8.42,89.75,fulfilled
ITEM0000183,ORD000116,1,SKU0128,1,729.3,72.93,57.89,714.26,fulfilled
ITEM0000184,ORD000117,1,SKU0167,2,34.54,0.0,6.09,75.17,fulfilled
ITEM0000185,ORD000117,2,SKU0209,1,1810.54,0.0,136.89,1947.43,fulfilled
ITEM0000186,ORD000118,1,SKU0203,1,37.12,0.0,3.17,40.29,fulfilled
ITEM0000187,ORD000119,1,SKU0208,1,114.7,0.0,11.81,126.51,fulfilled
ITEM0000188,ORD000119,2,SKU0063,2,233.08,46.62,33.1,452.64,fulfilled
ITEM0000189,ORD000120,1,SKU0035,1,418.75,0.0,36.91,455.66,fulfilled
ITEM0000190,ORD000120,2,SKU0067,1,1476.93,0.0,121.44,1598.37,fulfilled
ITEM0000191,ORD000121,1,SKU0080,2,38.33,6.13,7.08,77.61,fulfilled
ITEM0000192,ORD000122,1,SKU0097,1,142.02,11.36,12.48,143.14,fulfilled
ITEM0000193,ORD000122,2,SKU0080,3,35.14,0.0,8.97,114.39,fulfilled
ITEM0000194,ORD000123,1,SKU0043,1,939.86,75.19,80.71,945.38,fulfilled
ITEM0000195,ORD000123,2,SKU0196,1,404.5,0.0,39.35,443.85,fulfilled
ITEM0000196,ORD000124,1,SKU0073,1,1969.87,0.0,167.28,2137.15,fulfilled
ITEM0000197,ORD000124,2,SKU0033,2,13.87,0.0,2.78,30.52,fulfilled
ITEM0000198,ORD000125,1,SKU0015,1,549.39,0.0,43.94,593.33,fulfilled
ITEM0000199,ORD000125,2,SKU0079,1,2385.52,0.0,207.03,2592.55,fulfilled
ITEM0000200,ORD000126,1,SKU0027,1,153.69,0.0,13.19,166.88,fulfilled
ITEM0000201,ORD000127,1,SKU0031,1,1511.62,75.58,112.61,1548.65,fulfilled
ITEM0000202,ORD000128,1,SKU0038,3,108.61,0.0,30.09,355.92,fulfilled
ITEM0000203,ORD000128,2,SKU0214,1,51.1,0.0,4.63,55.73,fulfilled
ITEM0000204,ORD000129,1,SKU0060,3,43.96,10.55,11.32,132.65,fulfilled
ITEM0000205,ORD000130,1,SKU0210,2,140.8,22.53,26.54,285.61,fulfilled
ITEM0000206,ORD000130,2,SKU0031,1,1689.83,84.49,133.38,1738.72,fulfilled
ITEM0000207,ORD000131,1,SKU0084,2,65.41,0.0,12.42,143.24,fulfilled
ITEM0000208,ORD000132,1,SKU0031,1,1714.81,0.0,123.92,1838.73,fulfilled
ITEM0000209,ORD000133,1,SKU0116,1,39.19,3.14,3.04,39.09,fulfilled
ITEM0000210,ORD000133,2,SKU0215,2,57.86,9.26,8.97,115.43,fulfilled
ITEM0000211,ORD000134,1,SKU0007,3,26.94,6.47,5.21,79.56,fulfilled
ITEM0000212,ORD000134,2,SKU0037,1,1708.26,170.83,137.28,1674.71,fulfilled
ITEM0000213,ORD000135,1,SKU0165,2,40.29,0.0,6.98,87.56,fulfilled
ITEM0000214,ORD000135,2,SKU0013,1,433.99,0.0,43.03,477.02,fulfilled
ITEM0000215,ORD000136,1,SKU0021,1,1352.55,0.0,110.15,1462.7,fulfilled
ITEM0000216,ORD000137,1,SKU0075,1,136.19,10.9,10.85,136.14,fulfilled
ITEM0000217,ORD000137,2,SKU0148,2,150.37,15.04,20.67,306.37,fulfilled
ITEM0000218,ORD000137,3,SKU0143,1,1046.89,0.0,79.76,1126.65,fulfilled
ITEM0000219,ORD000138,1,SKU0107,1,1545.27,0.0,151.27,1696.54,fulfilled
ITEM0000220,ORD000139,1,SKU0159,1,130.78,0.0,11.93,142.71,fulfilled
ITEM0000221,ORD000140,1,SKU0004,2,84.5,16.9,13.48,165.58,fulfilled
ITEM0000222,ORD000140,2,SKU0011,3,104.29,0.0,27.1,339.97,fulfilled
ITEM0000223,ORD000140,3,SKU0081,2,87.67,14.03,15.72,177.03,fulfilled
ITEM0000224,ORD000140,4,SKU0019,1,324.95,26.0,28.11,327.06,fulfilled
ITEM0000225,ORD000141,1,SKU0021,1,1555.26,155.53,103.04,1502.77,fulfilled
ITEM0000226,ORD000142,1,SKU0119,1,138.71,0.0,10.01,148.72,fulfilled
ITEM0000227,ORD000143,1,SKU0108,1,1766.25,0.0,124.44,1890.69,fulfilled
ITEM0000228,ORD000144,1,SKU0173,3,41.95,0.0,10.52,136.37,fulfilled
ITEM0000229,ORD000145,1,SKU0151,1,481.21,48.12,44.62,477.71,fulfilled
ITEM0000230,ORD000146,1,SKU0175,1,1428.86,0.0,130.18,1559.04,fulfilled
ITEM0000231,ORD000147,1,SKU0049,1,221.11,0.0,19.37,240.48,fulfilled
ITEM0000232,ORD000147,2,SKU0103,1,332.82,0.0,33.63,366.45,fulfilled
ITEM0000233,ORD000148,1,SKU0220,1,56.99,5.7,4.61,55.9,fulfilled
ITEM0000234,ORD000148,2,SKU0003,1,110.64,11.06,8.47,108.05,fulfilled
ITEM0000235,ORD000149,1,SKU0005,1,142.91,7.15,12.66,148.42,fulfilled
ITEM0000236,ORD000150,1,SKU0169,1,132.58,0.0,11.35,143.93,fulfilled
ITEM0000237,ORD000150,2,SKU0114,3,174.14,0.0,43.76,566.18,fulfilled
ITEM0000238,ORD000150,3,SKU0012,1,524.07,0.0,43.15,567.22,fulfilled
ITEM0000239,ORD000151,1,SKU0170,3,250.4,0.0,57.38,808.58,fulfilled
ITEM0000240,ORD000151,2,SKU0171,1,557.11,0.0,56.0,613.11,fulfilled
ITEM0000241,ORD000151,3,SKU0136,1,1020.74,0.0,102.17,1122.91,fulfilled
ITEM0000242,ORD000151,4,SKU0080,2,39.65,0.0,6.49,85.79,fulfilled
ITEM0000243,ORD000152,1,SKU0078,1,341.47,0.0,31.01,372.48,fulfilled
ITEM0000244,ORD000152,2,SKU0011,3,93.28,22.39,23.34,280.79,fulfilled
ITEM0000245,ORD000153,1,SKU0211,1,146.89,0.0,10.65,157.54,fulfilled
ITEM0000246,ORD000154,1,SKU0126,1,30.36,0.0,3.18,33.54,fulfilled
ITEM0000247,ORD000155,1,SKU0051,1,802.38,0.0,80.21,882.59,fulfilled
ITEM0000248,ORD000155,2,SKU0144,3,195.01,58.5,37.45,563.98,fulfilled
ITEM0000249,ORD000156,1,SKU0016,1,1270.9,63.55,117.9,1325.25,fulfilled
ITEM0000250,ORD000156,2,SKU0209,1,1804.8,0.0,180.48,1985.28,fulfilled
ITEM0000251,ORD000156,3,SKU0069,1,220.9,11.05,20.1,229.95,fulfilled
ITEM0000252,ORD000157,1,SKU0112,1,1530.69,76.53,106.6,1560.76,fulfilled
ITEM0000253,ORD000158,1,SKU0087,1,128.69,0.0,11.49,140.18,fulfilled
ITEM0000254,ORD000159,1,SKU0218,1,142.05,0.0,10.15,152.2,fulfilled
ITEM0000255,ORD000160,1,SKU0067,1,1590.89,0.0,125.17,1716.06,fulfilled
ITEM0000256,ORD000160,2,SKU0112,1,1479.75,0.0,135.7,1615.45,fulfilled
ITEM0000257,ORD000160,3,SKU0020,1,112.37,11.24,10.15,111.28,fulfilled
ITEM0000258,ORD000161,1,SKU0001,1,224.21,0.0,23.3,247.51,fulfilled
ITEM0000259,ORD000162,1,SKU0074,1,783.06,0.0,81.51,864.57,fulfilled
ITEM0000260,ORD000163,1,SKU0119,1,142.6,0.0,14.63,157.23,fulfilled
ITEM0000261,ORD000163,2,SKU0160,1,741.73,0.0,76.9,818.63,fulfilled
ITEM0000262,ORD000163,3,SKU0209,1,1600.19,0.0,162.75,1762.94,fulfilled
ITEM0000263,ORD000164,1,SKU0057,1,307.6,0.0,30.32,337.92,fulfilled
ITEM0000264,ORD000164,2,SKU0009,2,188.67,0.0,35.9,413.24,fulfilled
ITEM0000265,ORD000165,1,SKU0102,1,534.66,0.0,53.7,588.36,fulfilled
ITEM0000266,ORD000166,1,SKU0136,1,1263.37,126.34,95.43,1232.46,fulfilled
ITEM0000267,ORD000167,1,SKU0202,1,1073.32,107.33,79.59,1045.58,fulfilled
ITEM0000268,ORD000167,2,SKU0009,2,176.6,0.0,25.8,379.0,fulfilled
ITEM0000269,ORD000168,1,SKU0121,1,116.59,9.33,11.2,118.46,fulfilled
ITEM0000270,ORD000169,1,SKU0129,1,431.29,43.13,36.98,425.14,fulfilled
ITEM0000271,ORD000169,2,SKU0108,1,1708.35,170.84,142.48,1679.99,fulfilled
ITEM0000272,ORD000170,1,SKU0107,1,1540.62,0.0,130.94,1671.56,fulfilled
ITEM0000273,ORD000170,2,SKU0106,1,110.76,8.86,7.46,109.36,fulfilled
ITEM0000274,ORD000170,3,SKU0035,1,455.41,0.0,41.3,496.71,fulfilled
ITEM0000275,ORD000171,1,SKU0145,1,515.23,0.0,53.36,568.59,fulfilled
ITEM0000276,ORD000172,1,SKU0170,3,215.3,0.0,45.24,691.14,fulfilled
ITEM0000277,ORD000173,1,SKU0082,1,409.54,0.0,36.83,446.37,fulfilled
ITEM0000278,ORD000174,1,SKU0057,1,300.69,15.03,29.27,314.93,fulfilled
ITEM0000279,ORD000174,2,SKU0108,1,1605.35,160.53,131.86,1576.68,fulfilled
ITEM0000280,ORD000175,1,SKU0102,1,530.74,0.0,48.86,579.6,fulfilled
ITEM0000281,ORD000176,1,SKU0036,3,139.51,0.0,33.12,451.65,fulfilled
ITEM0000282,ORD000176,2,SKU0021,1,1534.06,0.0,117.54,1651.6,fulfilled
ITEM0000283,ORD000177,1,SKU0118,1,336.59,33.66,28.14,331.07,fulfilled
ITEM0000284,ORD000177,2,SKU0071,2,246.84,0.0,49.92,543.6,fulfilled
ITEM0000285,ORD000177,3,SKU0105,1,311.36,0.0,23.85,335.21,fulfilled
ITEM0000286,ORD000177,4,SKU0007,1,28.75,2.88,2.1,27.97,fulfilled
ITEM0000287,ORD000178,1,SKU0091,1,2285.01,0.0,196.28,2481.29,fulfilled
ITEM0000288,ORD000178,2,SKU0183,3,244.89,73.47,49.35,710.55,fulfilled
ITEM0000289,ORD000179,1,SKU0206,2,73.98,11.84,10.74,146.86,fulfilled
ITEM0000290,ORD000180,1,SKU0012,1,504.51,50.45,32.57,486.63,fulfilled
ITEM0000291,ORD000180,2,SKU0052,3,51.58,7.74,11.07,158.07,fulfilled
ITEM0000292,ORD000180,3,SKU0098,3,103.25,24.78,23.49,308.46,fulfilled
ITEM0000293,ORD000181,1,SKU0204,5,27.15,0.0,13.32,149.07,fulfilled
ITEM0000294,ORD000182,1,SKU0136,1,1084.26,0.0,104.64,1188.9,fulfilled
ITEM0000295,ORD000183,1,SKU0109,1,1089.79,87.18,102.18,1104.79,fulfilled
ITEM0000296,ORD000183,2,SKU0005,3,146.85,0.0,39.22,479.77,fulfilled
ITEM0000297,ORD000184,1,SKU0122,1,27.68,2.21,2.61,28.08,fulfilled
ITEM0000298,ORD000185,1,SKU0134,2,76.01,12.16,10.58,150.44,fulfilled
ITEM0000299,ORD000186,1,SKU0141,1,417.64,0.0,42.39,460.03,fulfilled
